gamma,misfit,regularization
0.1,39.76567165012237,2.7198004798251585
0.3,39.459348122185816,4.614868902802916
1.0,32.67802703097958,6.394368070230165
3.0,32.838340110510444,13.446856154608666
10.0,34.81421630939917,20.883719014220862
30.0,37.9422500601308,25.215359277319916
